species	gene	segment	bad	good
MusMusculus	TRA	Variable	TRAV8D-!	TRAV8D-1
MusMusculus	TRA	Variable	TRAV8D-!	TRAV8D-1
MusMusculus	TRA	Variable	TRAV9-!	TRAV9-1
MusMusculus	TRA	Variable	TRAV9-!	TRAV9-1
MusMusculus	TRA	Variable	TRAV9D-!	TRAV9D-1
MusMusculus	TRA	Variable	TRAV9D-!	TRAV9D-1
MusMusculus	TRB	Diversity	TRBD1-1	TRBD1
MusMusculus	TRB	Diversity	TRBD!	TRBD1
MusMusculus	TRB	Diversity	TRBD2-1	TRBD2
MusMusculus	TRB	Joining	TRBJ1-!	TRBJ1-1
MusMusculus	TRB	Joining	TRBJ1-!	TRBJ1-1
MusMusculus	TRB	Joining	TRBJ2-!	TRBJ2-1
MusMusculus	TRB	Variable	TRBV1-1	TRBV1
MusMusculus	TRB	Variable	TRBV!	TRBV1
MusMusculus	TRB	Variable	TRBV1-1	TRBV1
MusMusculus	TRB	Variable	TRBV!	TRBV1
MusMusculus	TRB	Variable	TRBV12-!	TRBV12-1
MusMusculus	TRB	Variable	TRBV12-!	TRBV12-1
MusMusculus	TRB	Variable	TRBV13-!	TRBV13-1
MusMusculus	TRB	Variable	TRBV13-!	TRBV13-1
MusMusculus	TRB	Variable	TRBV14-1	TRBV14
MusMusculus	TRB	Variable	TRBV15-1	TRBV15
MusMusculus	TRB	Variable	TRBV16-1	TRBV16
MusMusculus	TRB	Variable	TRBV16-1	TRBV16
MusMusculus	TRB	Variable	TRBV16-1	TRBV16
MusMusculus	TRB	Variable	TRBV16-1	TRBV16
MusMusculus	TRB	Variable	TRBV17-1	TRBV17
MusMusculus	TRB	Variable	TRBV19-1	TRBV19
MusMusculus	TRB	Variable	TRBV19-1	TRBV19
MusMusculus	TRB	Variable	TRBV19-1	TRBV19
MusMusculus	TRB	Variable	TRBV2-1	TRBV2
MusMusculus	TRB	Variable	TRBV20-1	TRBV20
MusMusculus	TRB	Variable	TRBV20-1	TRBV20
MusMusculus	TRB	Variable	TRBV21-1	TRBV21
MusMusculus	TRB	Variable	TRBV2!	TRBV21
MusMusculus	TRB	Variable	TRBV23-1	TRBV23
MusMusculus	TRB	Variable	TRBV24-1	TRBV24
MusMusculus	TRB	Variable	TRBV24-1	TRBV24
MusMusculus	TRB	Variable	TRBV24-1	TRBV24
MusMusculus	TRB	Variable	TRBV24-1	TRBV24
MusMusculus	TRB	Variable	TRBV26-1	TRBV26
MusMusculus	TRB	Variable	TRBV26-1	TRBV26
MusMusculus	TRB	Variable	TRBV29-1	TRBV29
MusMusculus	TRB	Variable	TRBV29-1	TRBV29
MusMusculus	TRB	Variable	TRBV3-1	TRBV3
MusMusculus	TRB	Variable	TRBV3-1	TRBV3
MusMusculus	TRB	Variable	TRBV30-1	TRBV30
MusMusculus	TRB	Variable	TRBV31-1	TRBV31
MusMusculus	TRB	Variable	TRBV3!	TRBV31
MusMusculus	TRB	Variable	TRBV31-1	TRBV31
MusMusculus	TRB	Variable	TRBV3!	TRBV31
MusMusculus	TRB	Variable	TRBV4-1	TRBV4
MusMusculus	TRB	Variable	TRBV4-1	TRBV4
MusMusculus	TRB	Variable	TRBV5-1	TRBV5
MusMusculus	TRB	Variable	TRBV5-1	TRBV5
MusMusculus	TRB	Variable	TRBV5-1	TRBV5
MusMusculus	TRB	Variable	TRBV5-1	TRBV5
MusMusculus	TRB	Variable	TRBV5-1	TRBV5
MusMusculus	TRB	Variable	TRBV9-1	TRBV9
MusMusculus	TRD	Diversity	TRDD1-1	TRDD1
MusMusculus	TRD	Diversity	TRDD!	TRDD1
MusMusculus	TRD	Diversity	TRDD2-1	TRDD2
MusMusculus	TRD	Joining	TRDJ1-1	TRDJ1
MusMusculus	TRD	Joining	TRDJ!	TRDJ1
MusMusculus	TRD	Joining	TRDJ2-1	TRDJ2
MusMusculus	TRD	Joining	TRDJ2-1	TRDJ2
MusMusculus	TRD	Variable	TRDV1-1	TRDV1
MusMusculus	TRD	Variable	TRDV!	TRDV1
MusMusculus	TRD	Variable	TRDV2-!	TRDV2-1
MusMusculus	TRD	Variable	TRDV4-1	TRDV4
MusMusculus	TRD	Variable	TRDV5-1	TRDV5
MusMusculus	TRD	Variable	TRDV5-1	TRDV5
MusMusculus	TRD	Variable	TRDV5-1	TRDV5
MusMusculus	TRD	Variable	TRDV5-1	TRDV5
MusMusculus	TRG	Joining	TRGJ1-1	TRGJ1
MusMusculus	TRG	Joining	TRGJ!	TRGJ1
MusMusculus	TRG	Joining	TRGJ2-1	TRGJ2
MusMusculus	TRG	Joining	TRGJ3-1	TRGJ3
MusMusculus	TRG	Joining	TRGJ4-1	TRGJ4
MusMusculus	TRG	Variable	TRGV1-1	TRGV1
MusMusculus	TRG	Variable	TRGV!	TRGV1
MusMusculus	TRG	Variable	TRGV1-1	TRGV1
MusMusculus	TRG	Variable	TRGV!	TRGV1
MusMusculus	TRG	Variable	TRGV1-1	TRGV1
MusMusculus	TRG	Variable	TRGV!	TRGV1
MusMusculus	TRG	Variable	TRGV1-1	TRGV1
MusMusculus	TRG	Variable	TRGV!	TRGV1
MusMusculus	TRG	Variable	TRGV1-1	TRGV1
MusMusculus	TRG	Variable	TRGV!	TRGV1
MusMusculus	TRG	Variable	TRGV1-1	TRGV1
MusMusculus	TRG	Variable	TRGV!	TRGV1
MusMusculus	TRG	Variable	TRGV1-1	TRGV1
MusMusculus	TRG	Variable	TRGV!	TRGV1
MusMusculus	TRG	Variable	TRGV1-1	TRGV1
MusMusculus	TRG	Variable	TRGV!	TRGV1
MusMusculus	TRG	Variable	TRGV2-1	TRGV2
MusMusculus	TRG	Variable	TRGV2-1	TRGV2
MusMusculus	TRG	Variable	TRGV2-1	TRGV2
MusMusculus	TRG	Variable	TRGV2-1	TRGV2
MusMusculus	TRG	Variable	TRGV3-1	TRGV3
MusMusculus	TRG	Variable	TRGV3-1	TRGV3
MusMusculus	TRG	Variable	TRGV4-1	TRGV4
MusMusculus	TRG	Variable	TRGV4-1	TRGV4
MusMusculus	TRG	Variable	TRGV4-1	TRGV4
MusMusculus	TRG	Variable	TRGV4-1	TRGV4
MusMusculus	TRG	Variable	TRGV4-1	TRGV4
MusMusculus	TRG	Variable	TRGV5-1	TRGV5
MusMusculus	TRG	Variable	TRGV6-1	TRGV6
MusMusculus	TRG	Variable	TRGV6-1	TRGV6
MusMusculus	TRG	Variable	TRGV6-1	TRGV6
MusMusculus	TRG	Variable	TRGV6-1	TRGV6
MusMusculus	TRG	Variable	TRGV7-1	TRGV7
MusMusculus	TRG	Variable	TRGV7-1	TRGV7
MusMusculus_129/Sv	IGH	Variable	IGHV12-1-!	IGHV12-1-1
MusMusculus_129/Sv	IGH	Variable	IGHV14-!	IGHV14-1
MusMusculus_129/Sv	IGH	Variable	IGHV2-2-!	IGHV2-2-1
MusMusculus_129/Sv	IGH	Variable	IGHV2-3-!	IGHV2-3-1
MusMusculus_129/Sv	IGH	Variable	IGHV2-4-!	IGHV2-4-1
MusMusculus_129/Sv	IGH	Variable	IGHV2-5-!	IGHV2-5-1
MusMusculus_129/Sv	IGH	Variable	IGHV2-6-!	IGHV2-6-1
MusMusculus_129/Sv	IGH	Variable	IGHV2-9-!	IGHV2-9-1
MusMusculus_129/Sv	IGH	Variable	IGHV3-!	IGHV3-1
MusMusculus_129/Sv	IGH	Variable	IGHV4-!	IGHV4-1
MusMusculus_129/Sv	IGH	Variable	IGHV5-!	IGHV5-1
MusMusculus_129/Sv	IGH	Variable	IGHV5-12-!	IGHV5-12-1
MusMusculus_129/Sv	IGH	Variable	IGHV5-6-!	IGHV5-6-1
MusMusculus_129/Sv	IGH	Variable	IGHV5-9-!	IGHV5-9-1
MusMusculus_129/Sv	IGH	Variable	IGHV7-!	IGHV7-1
MusMusculus_129/Sv	IGH	Variable	IGHV9-!	IGHV9-1
MusMusculus_129/Sv	IGH	Variable	IGHV9-2-!	IGHV9-2-1
MusMusculus_129/Sv	IGH	Variable	IGHV9-3-!	IGHV9-3-1
MusMusculus_C57BL/10	IGH	Variable	IGHV10-!	IGHV10-1
MusMusculus_C57BL/6	IGH	Variable	IGHV1-1!	IGHV1-11
MusMusculus_C57BL/6	IGH	Variable	IGHV1-17-!	IGHV1-17-1
MusMusculus_C57BL/6	IGH	Variable	IGHV1-2!	IGHV1-21
MusMusculus_C57BL/6	IGH	Variable	IGHV1-3!	IGHV1-31
MusMusculus_C57BL/6	IGH	Variable	IGHV1-5!	IGHV1-51
MusMusculus_C57BL/6	IGH	Variable	IGHV1-6!	IGHV1-61
MusMusculus_C57BL/6	IGH	Variable	IGHV1-62-!	IGHV1-62-1
MusMusculus_C57BL/6	IGH	Variable	IGHV1-7!	IGHV1-71
MusMusculus_C57BL/6	IGH	Variable	IGHV1-8!	IGHV1-81
MusMusculus_C57BL/6	IGH	Variable	IGHV10-!	IGHV10-1
MusMusculus_C57BL/6	IGH	Variable	IGHV11-!	IGHV11-1
MusMusculus_C57BL/6	IGH	Variable	IGHV12-!	IGHV12-1
MusMusculus_C57BL/6	IGH	Variable	IGHV13-!	IGHV13-1
MusMusculus_C57BL/6	IGH	Variable	IGHV14-!	IGHV14-1
MusMusculus_C57BL/6	IGH	Variable	IGHV16-!	IGHV16-1
MusMusculus_C57BL/6	IGH	Variable	IGHV3-!	IGHV3-1
MusMusculus_C57BL/6	IGH	Variable	IGHV4-!	IGHV4-1
MusMusculus_C57BL/6	IGH	Variable	IGHV5-!	IGHV5-1
MusMusculus_C57BL/6	IGH	Variable	IGHV5-2!	IGHV5-21
MusMusculus_C57BL/6	IGH	Variable	IGHV5-9-!	IGHV5-9-1
MusMusculus_C57BL/6	IGH	Variable	IGHV7-!	IGHV7-1
MusMusculus_C57BL/6	IGH	Variable	IGHV8-1!	IGHV8-11
MusMusculus_C57BL/6	IGH	Variable	IGHV8-8-!	IGHV8-8-1
MusMusculus_C57BL/6	IGH	Variable	IGHV9-!	IGHV9-1
MusMusculus_C57BL/6J	IGK	Variable	IGKV4-57-!	IGKV4-57-1
MusMusculus_C57BL/6J	IGK	Variable	IGKV8-23-!	IGKV8-23-1
MusSpretus	IGL	Joining	IGLJ4-1	IGLJ4
MusSpretus	IGL	Joining	IGLJ5-1	IGLJ5
MusSpretus	IGL	Variable	IGLV2-1	IGLV2
MusSpretus	IGL	Variable	IGLV3-1	IGLV3
OncorhynchusMykiss	IGH	Diversity	IGHD1-1	IGHD1
OncorhynchusMykiss	IGH	Diversity	IGHD!	IGHD1
OncorhynchusMykiss	IGH	Diversity	IGHD2-1	IGHD2
OncorhynchusMykiss	IGH	Diversity	IGHD3-1	IGHD3
OncorhynchusMykiss	IGH	Diversity	IGHD4-1	IGHD4
OncorhynchusMykiss	IGH	Diversity	IGHD5-1	IGHD5
OncorhynchusMykiss	IGH	Diversity	IGHD6-1	IGHD6
OncorhynchusMykiss	IGH	Diversity	IGHD7-1	IGHD7
OncorhynchusMykiss	IGH	Diversity	IGHD8-1	IGHD8
OncorhynchusMykiss	IGH	Diversity	IGHD9-1	IGHD9
OncorhynchusMykiss	IGH	Joining	IGHJ1-1	IGHJ1
OncorhynchusMykiss	IGH	Joining	IGHJ!	IGHJ1
OncorhynchusMykiss	IGH	Joining	IGHJ2-1	IGHJ2
OncorhynchusMykiss	IGH	Joining	IGHJ3-1	IGHJ3
OncorhynchusMykiss	IGH	Joining	IGHJ4-1	IGHJ4
OncorhynchusMykiss	IGH	Joining	IGHJ5-1	IGHJ5
OncorhynchusMykiss	IGH	Joining	IGHJ6-1	IGHJ6
OncorhynchusMykiss	IGH	Joining	IGHJ7-1	IGHJ7
OncorhynchusMykiss	IGH	Variable	IGHV10S1-1	IGHV10S1
OncorhynchusMykiss	IGH	Variable	IGHV10S!	IGHV10S1
OncorhynchusMykiss	IGH	Variable	IGHV11S1-1	IGHV11S1
OncorhynchusMykiss	IGH	Variable	IGHV11S!	IGHV11S1
OncorhynchusMykiss	IGH	Variable	IGHV12S1-1	IGHV12S1
OncorhynchusMykiss	IGH	Variable	IGHV12S!	IGHV12S1
OncorhynchusMykiss	IGH	Variable	IGHV13S1-1	IGHV13S1
OncorhynchusMykiss	IGH	Variable	IGHV13S!	IGHV13S1
OncorhynchusMykiss	IGH	Variable	IGHV1S1-1	IGHV1S1
OncorhynchusMykiss	IGH	Variable	IGHV1S!	IGHV1S1
OncorhynchusMykiss	IGH	Variable	IGHV1S2-1	IGHV1S2
OncorhynchusMykiss	IGH	Variable	IGHV1S3-1	IGHV1S3
OncorhynchusMykiss	IGH	Variable	IGHV1S4-1	IGHV1S4
OncorhynchusMykiss	IGH	Variable	IGHV1S5-1	IGHV1S5
OncorhynchusMykiss	IGH	Variable	IGHV1S6-1	IGHV1S6
OncorhynchusMykiss	IGH	Variable	IGHV1S7-1	IGHV1S7
OncorhynchusMykiss	IGH	Variable	IGHV2S1-1	IGHV2S1
OncorhynchusMykiss	IGH	Variable	IGHV2S!	IGHV2S1
OncorhynchusMykiss	IGH	Variable	IGHV2S2-1	IGHV2S2
OncorhynchusMykiss	IGH	Variable	IGHV2S2-1	IGHV2S2
OncorhynchusMykiss	IGH	Variable	IGHV2S3-1	IGHV2S3
OncorhynchusMykiss	IGH	Variable	IGHV3S1-1	IGHV3S1
OncorhynchusMykiss	IGH	Variable	IGHV3S!	IGHV3S1
OncorhynchusMykiss	IGH	Variable	IGHV3S2-1	IGHV3S2
OncorhynchusMykiss	IGH	Variable	IGHV3S3-1	IGHV3S3
OncorhynchusMykiss	IGH	Variable	IGHV3S4-1	IGHV3S4
OncorhynchusMykiss	IGH	Variable	IGHV4S1-1	IGHV4S1
OncorhynchusMykiss	IGH	Variable	IGHV4S!	IGHV4S1
OncorhynchusMykiss	IGH	Variable	IGHV5S1-1	IGHV5S1
OncorhynchusMykiss	IGH	Variable	IGHV5S!	IGHV5S1
OncorhynchusMykiss	IGH	Variable	IGHV5S10-1	IGHV5S10
OncorhynchusMykiss	IGH	Variable	IGHV5S2-1	IGHV5S2
OncorhynchusMykiss	IGH	Variable	IGHV5S3-1	IGHV5S3
OncorhynchusMykiss	IGH	Variable	IGHV5S4-1	IGHV5S4
OncorhynchusMykiss	IGH	Variable	IGHV5S5-1	IGHV5S5
OncorhynchusMykiss	IGH	Variable	IGHV5S6-1	IGHV5S6
OncorhynchusMykiss	IGH	Variable	IGHV5S7-1	IGHV5S7
OncorhynchusMykiss	IGH	Variable	IGHV5S8-1	IGHV5S8
OncorhynchusMykiss	IGH	Variable	IGHV5S9-1	IGHV5S9
OncorhynchusMykiss	IGH	Variable	IGHV6S1-1	IGHV6S1
OncorhynchusMykiss	IGH	Variable	IGHV6S!	IGHV6S1
OncorhynchusMykiss	IGH	Variable	IGHV6S2-1	IGHV6S2
OncorhynchusMykiss	IGH	Variable	IGHV6S3-1	IGHV6S3
OncorhynchusMykiss	IGH	Variable	IGHV6S4-1	IGHV6S4
OncorhynchusMykiss	IGH	Variable	IGHV6S5-1	IGHV6S5
OncorhynchusMykiss	IGH	Variable	IGHV6S6-1	IGHV6S6
OncorhynchusMykiss	IGH	Variable	IGHV6S7-1	IGHV6S7
OncorhynchusMykiss	IGH	Variable	IGHV6S8-1	IGHV6S8
OncorhynchusMykiss	IGH	Variable	IGHV6S9-1	IGHV6S9
OncorhynchusMykiss	IGH	Variable	IGHV7S1-1	IGHV7S1
OncorhynchusMykiss	IGH	Variable	IGHV7S!	IGHV7S1
OncorhynchusMykiss	IGH	Variable	IGHV8S1-1	IGHV8S1
OncorhynchusMykiss	IGH	Variable	IGHV8S!	IGHV8S1
OncorhynchusMykiss	IGH	Variable	IGHV8S10-1	IGHV8S10
OncorhynchusMykiss	IGH	Variable	IGHV8S11-1	IGHV8S11
OncorhynchusMykiss	IGH	Variable	IGHV8S1!	IGHV8S11
OncorhynchusMykiss	IGH	Variable	IGHV8S2-1	IGHV8S2
OncorhynchusMykiss	IGH	Variable	IGHV8S3-1	IGHV8S3
OncorhynchusMykiss	IGH	Variable	IGHV8S4-1	IGHV8S4
OncorhynchusMykiss	IGH	Variable	IGHV8S5-1	IGHV8S5
OncorhynchusMykiss	IGH	Variable	IGHV8S6-1	IGHV8S6
OncorhynchusMykiss	IGH	Variable	IGHV8S7-1	IGHV8S7
OncorhynchusMykiss	IGH	Variable	IGHV8S7-1	IGHV8S7
OncorhynchusMykiss	IGH	Variable	IGHV8S8-1	IGHV8S8
OncorhynchusMykiss	IGH	Variable	IGHV8S9-1	IGHV8S9
OncorhynchusMykiss	IGH	Variable	IGHV9S1-1	IGHV9S1
OncorhynchusMykiss	IGH	Variable	IGHV9S!	IGHV9S1
OncorhynchusMykiss	IGH	Variable	IGHV9S2-1	IGHV9S2
OncorhynchusMykiss	IGH	Variable	IGHV9S3-1	IGHV9S3
OncorhynchusMykiss	IGH	Variable	IGHV9S4-1	IGHV9S4
OncorhynchusMykiss	IGH	Variable	IGHV9S5-1	IGHV9S5
OncorhynchusMykiss	IGH	Variable	IGHV9S6-1	IGHV9S6
OncorhynchusMykiss	TRB	Diversity	TRBD1-1	TRBD1
OncorhynchusMykiss	TRB	Diversity	TRBD!	TRBD1
OncorhynchusMykiss	TRB	Joining	TRBJ1-1	TRBJ1
OncorhynchusMykiss	TRB	Joining	TRBJ!	TRBJ1
OncorhynchusMykiss	TRB	Joining	TRBJ2-1	TRBJ2
OncorhynchusMykiss	TRB	Joining	TRBJ3-1	TRBJ3
OncorhynchusMykiss	TRB	Joining	TRBJ4-1	TRBJ4
OncorhynchusMykiss	TRB	Joining	TRBJ5-1	TRBJ5
OncorhynchusMykiss	TRB	Joining	TRBJ6-1	TRBJ6
OncorhynchusMykiss	TRB	Joining	TRBJ8-1	TRBJ8
OncorhynchusMykiss	TRB	Joining	TRBJ9-1	TRBJ9
OncorhynchusMykiss	TRB	Variable	TRBV10S1-1	TRBV10S1
OncorhynchusMykiss	TRB	Variable	TRBV10S!	TRBV10S1
OncorhynchusMykiss	TRB	Variable	TRBV1S1-1	TRBV1S1
OncorhynchusMykiss	TRB	Variable	TRBV1S!	TRBV1S1
OncorhynchusMykiss	TRB	Variable	TRBV1S2-1	TRBV1S2
OncorhynchusMykiss	TRB	Variable	TRBV1S3-1	TRBV1S3
OncorhynchusMykiss	TRB	Variable	TRBV1S4-1	TRBV1S4
OncorhynchusMykiss	TRB	Variable	TRBV1S5-1	TRBV1S5
OncorhynchusMykiss	TRB	Variable	TRBV2S1-1	TRBV2S1
OncorhynchusMykiss	TRB	Variable	TRBV2S!	TRBV2S1
OncorhynchusMykiss	TRB	Variable	TRBV2S10-1	TRBV2S10
OncorhynchusMykiss	TRB	Variable	TRBV2S11-1	TRBV2S11
OncorhynchusMykiss	TRB	Variable	TRBV2S1!	TRBV2S11
OncorhynchusMykiss	TRB	Variable	TRBV2S12-1	TRBV2S12
OncorhynchusMykiss	TRB	Variable	TRBV2S13-1	TRBV2S13
OncorhynchusMykiss	TRB	Variable	TRBV2S14-1	TRBV2S14
OncorhynchusMykiss	TRB	Variable	TRBV2S15-1	TRBV2S15
OncorhynchusMykiss	TRB	Variable	TRBV2S16-1	TRBV2S16
OncorhynchusMykiss	TRB	Variable	TRBV2S17-1	TRBV2S17
OncorhynchusMykiss	TRB	Variable	TRBV2S18-1	TRBV2S18
OncorhynchusMykiss	TRB	Variable	TRBV2S19-1	TRBV2S19
OncorhynchusMykiss	TRB	Variable	TRBV2S2-1	TRBV2S2
OncorhynchusMykiss	TRB	Variable	TRBV2S20-1	TRBV2S20
OncorhynchusMykiss	TRB	Variable	TRBV2S21-1	TRBV2S21
OncorhynchusMykiss	TRB	Variable	TRBV2S2!	TRBV2S21
OncorhynchusMykiss	TRB	Variable	TRBV2S23-1	TRBV2S23
OncorhynchusMykiss	TRB	Variable	TRBV2S24-1	TRBV2S24
OncorhynchusMykiss	TRB	Variable	TRBV2S25-1	TRBV2S25
OncorhynchusMykiss	TRB	Variable	TRBV2S26-1	TRBV2S26
OncorhynchusMykiss	TRB	Variable	TRBV2S27-1	TRBV2S27
OncorhynchusMykiss	TRB	Variable	TRBV2S3-1	TRBV2S3
OncorhynchusMykiss	TRB	Variable	TRBV2S4-1	TRBV2S4
OncorhynchusMykiss	TRB	Variable	TRBV2S5-1	TRBV2S5
OncorhynchusMykiss	TRB	Variable	TRBV2S6-1	TRBV2S6
OncorhynchusMykiss	TRB	Variable	TRBV2S7-1	TRBV2S7
OncorhynchusMykiss	TRB	Variable	TRBV2S8-1	TRBV2S8
OncorhynchusMykiss	TRB	Variable	TRBV2S9-1	TRBV2S9
OncorhynchusMykiss	TRB	Variable	TRBV3S1-1	TRBV3S1
OncorhynchusMykiss	TRB	Variable	TRBV3S!	TRBV3S1
OncorhynchusMykiss	TRB	Variable	TRBV3S2-1	TRBV3S2
OncorhynchusMykiss	TRB	Variable	TRBV4S1-1	TRBV4S1
OncorhynchusMykiss	TRB	Variable	TRBV4S!	TRBV4S1
OncorhynchusMykiss	TRB	Variable	TRBV5S1-1	TRBV5S1
OncorhynchusMykiss	TRB	Variable	TRBV5S!	TRBV5S1
OncorhynchusMykiss	TRB	Variable	TRBV6S1-1	TRBV6S1
OncorhynchusMykiss	TRB	Variable	TRBV6S!	TRBV6S1
OncorhynchusMykiss	TRB	Variable	TRBV7S1-1	TRBV7S1
OncorhynchusMykiss	TRB	Variable	TRBV7S!	TRBV7S1
OncorhynchusMykiss	TRB	Variable	TRBV7S2-1	TRBV7S2
OncorhynchusMykiss	TRB	Variable	TRBV7S3-1	TRBV7S3
OncorhynchusMykiss	TRB	Variable	TRBV7S4-1	TRBV7S4
OncorhynchusMykiss	TRB	Variable	TRBV8S1-1	TRBV8S1
OncorhynchusMykiss	TRB	Variable	TRBV8S!	TRBV8S1
OncorhynchusMykiss	TRB	Variable	TRBV8S2-1	TRBV8S2
OncorhynchusMykiss	TRB	Variable	TRBV8S3-1	TRBV8S3
OncorhynchusMykiss	TRB	Variable	TRBV9S1-1	TRBV9S1
OncorhynchusMykiss	TRB	Variable	TRBV9S!	TRBV9S1
OryctolagusCuniculus	IGH	Diversity	IGHD1-!	IGHD1-1
OryctolagusCuniculus	IGH	Diversity	IGHD2-!	IGHD2-1
OryctolagusCuniculus	IGH	Diversity	IGHD3-!	IGHD3-1
OryctolagusCuniculus	IGH	Diversity	IGHD4-!	IGHD4-1
OryctolagusCuniculus	IGH	Diversity	IGHD5-!	IGHD5-1
OryctolagusCuniculus	IGH	Diversity	IGHD6-!	IGHD6-1
OryctolagusCuniculus	IGH	Diversity	IGHD7-!	IGHD7-1
OryctolagusCuniculus	IGH	Diversity	IGHD8-!	IGHD8-1
OryctolagusCuniculus	IGH	Joining	IGHJ1-1	IGHJ1
OryctolagusCuniculus	IGH	Joining	IGHJ!	IGHJ1
OryctolagusCuniculus	IGH	Joining	IGHJ2-1	IGHJ2
OryctolagusCuniculus	IGH	Joining	IGHJ2-1	IGHJ2
OryctolagusCuniculus	IGH	Joining	IGHJ3-1	IGHJ3
OryctolagusCuniculus	IGH	Joining	IGHJ3-1	IGHJ3
OryctolagusCuniculus	IGH	Joining	IGHJ4-1	IGHJ4
OryctolagusCuniculus	IGH	Joining	IGHJ4-1	IGHJ4
OryctolagusCuniculus	IGH	Joining	IGHJ5-1	IGHJ5
OryctolagusCuniculus	IGH	Joining	IGHJ5-1	IGHJ5
OryctolagusCuniculus	IGH	Joining	IGHJ6-1	IGHJ6
OryctolagusCuniculus	IGH	Joining	IGHJ6-1	IGHJ6
OryctolagusCuniculus	IGH	Variable	IGHV1S1-1	IGHV1S1
OryctolagusCuniculus	IGH	Variable	IGHV1S!	IGHV1S1
OryctolagusCuniculus	IGH	Variable	IGHV1S13-1	IGHV1S13
OryctolagusCuniculus	IGH	Variable	IGHV1S17-1	IGHV1S17
OryctolagusCuniculus	IGH	Variable	IGHV1S19-1	IGHV1S19
OryctolagusCuniculus	IGH	Variable	IGHV1S21-1	IGHV1S21
OryctolagusCuniculus	IGH	Variable	IGHV1S2!	IGHV1S21
OryctolagusCuniculus	IGH	Variable	IGHV1S24-1	IGHV1S24
OryctolagusCuniculus	IGH	Variable	IGHV1S25-1	IGHV1S25
OryctolagusCuniculus	IGH	Variable	IGHV1S26-1	IGHV1S26
OryctolagusCuniculus	IGH	Variable	IGHV1S28-1	IGHV1S28
OryctolagusCuniculus	IGH	Variable	IGHV1S29-1	IGHV1S29
OryctolagusCuniculus	IGH	Variable	IGHV1S31-1	IGHV1S31
OryctolagusCuniculus	IGH	Variable	IGHV1S3!	IGHV1S31
OryctolagusCuniculus	IGH	Variable	IGHV1S32-1	IGHV1S32
OryctolagusCuniculus	IGH	Variable	IGHV1S33-1	IGHV1S33
OryctolagusCuniculus	IGH	Variable	IGHV1S34-1	IGHV1S34
OryctolagusCuniculus	IGH	Variable	IGHV1S35-1	IGHV1S35
OryctolagusCuniculus	IGH	Variable	IGHV1S36-1	IGHV1S36
OryctolagusCuniculus	IGH	Variable	IGHV1S37-1	IGHV1S37
OryctolagusCuniculus	IGH	Variable	IGHV1S39-1	IGHV1S39
OryctolagusCuniculus	IGH	Variable	IGHV1S40-1	IGHV1S40
OryctolagusCuniculus	IGH	Variable	IGHV1S42-1	IGHV1S42
OryctolagusCuniculus	IGH	Variable	IGHV1S43-1	IGHV1S43
OryctolagusCuniculus	IGH	Variable	IGHV1S44-1	IGHV1S44
OryctolagusCuniculus	IGH	Variable	IGHV1S45-1	IGHV1S45
OryctolagusCuniculus	IGH	Variable	IGHV1S46-1	IGHV1S46
OryctolagusCuniculus	IGH	Variable	IGHV1S47-1	IGHV1S47
OryctolagusCuniculus	IGH	Variable	IGHV1S48-1	IGHV1S48
OryctolagusCuniculus	IGH	Variable	IGHV1S49-1	IGHV1S49
OryctolagusCuniculus	IGH	Variable	IGHV1S50-1	IGHV1S50
OryctolagusCuniculus	IGH	Variable	IGHV1S51-1	IGHV1S51
OryctolagusCuniculus	IGH	Variable	IGHV1S5!	IGHV1S51
OryctolagusCuniculus	IGH	Variable	IGHV1S52-1	IGHV1S52
OryctolagusCuniculus	IGH	Variable	IGHV1S53-1	IGHV1S53
OryctolagusCuniculus	IGH	Variable	IGHV1S54-1	IGHV1S54
OryctolagusCuniculus	IGH	Variable	IGHV1S55-1	IGHV1S55
OryctolagusCuniculus	IGH	Variable	IGHV1S56-1	IGHV1S56
OryctolagusCuniculus	IGH	Variable	IGHV1S57-1	IGHV1S57
OryctolagusCuniculus	IGH	Variable	IGHV1S58-1	IGHV1S58
OryctolagusCuniculus	IGH	Variable	IGHV1S59-1	IGHV1S59
OryctolagusCuniculus	IGH	Variable	IGHV1S60-1	IGHV1S60
OryctolagusCuniculus	IGH	Variable	IGHV1S61-1	IGHV1S61
OryctolagusCuniculus	IGH	Variable	IGHV1S6!	IGHV1S61
OryctolagusCuniculus	IGH	Variable	IGHV1S62-1	IGHV1S62
OryctolagusCuniculus	IGH	Variable	IGHV1S63-1	IGHV1S63
OryctolagusCuniculus	IGH	Variable	IGHV1S64-1	IGHV1S64
OryctolagusCuniculus	IGH	Variable	IGHV1S65-1	IGHV1S65
OryctolagusCuniculus	IGH	Variable	IGHV1S66-1	IGHV1S66
OryctolagusCuniculus	IGH	Variable	IGHV1S67-1	IGHV1S67
OryctolagusCuniculus	IGH	Variable	IGHV1S68-1	IGHV1S68
OryctolagusCuniculus	IGH	Variable	IGHV1S69-1	IGHV1S69
OryctolagusCuniculus	IGH	Variable	IGHV1S7-1	IGHV1S7
OryctolagusCuniculus	IGH	Variable	IGHV1S8-1	IGHV1S8
OryctolagusCuniculus	IGK	Joining	IGKJ1-!	IGKJ1-1
OryctolagusCuniculus	IGK	Joining	IGKJ1-!	IGKJ1-1
OryctolagusCuniculus	IGK	Joining	IGKJ1-!	IGKJ1-1
